time_bin,hour,total_jobs,flex1_jobs,flex2_jobs,flex3_jobs,power_mw,flexible_mw
910,227.5,7937,15,7634,287,1.42181,0.5335795759020285
911,227.75,8521,109,6337,2074,1.49773,0.6816167973950285
912,228.0,9018,65,7704,1247,1.56234,0.6629966948574999
913,228.25,8827,24,8337,464,1.53751,0.6023806275314447
914,228.5,9301,9,9108,183,1.59913,0.6158499551912451
915,228.75,8170,63,6900,1206,1.4521,0.6053361402956631
916,229.0,8605,130,5994,2480,1.50865,0.7120600855680095
917,229.25,8079,62,6827,1188,1.44027,0.5983322957572436
918,229.5,7641,0,7634,5,1.38333,0.49702928044378625
919,229.75,8065,18,7687,358,1.43845,0.5462985762121009
920,230.0,8188,13,7913,260,1.45444,0.5482600661477538
921,230.25,7781,17,7433,330,1.40153,0.5261148907939859
922,230.5,7160,86,5420,1652,1.3208,0.5671641171949815
923,230.75,7539,7,7382,148,1.37007,0.49919434326925766
924,231.0,7872,22,7419,430,1.41336,0.5381678027855317
925,231.25,7638,95,5724,1818,1.38294,0.608423733256795
926,231.5,7366,28,6805,532,1.34758,0.5115896354922702
927,231.75,7725,1,7702,21,1.39425,0.5034386660661816
928,232.0,7471,38,6692,740,1.36123,0.5311846085241423
929,232.25,7408,4,7316,86,1.35304,0.4868711896855199
930,232.5,6950,24,6451,473,1.2935,0.4809257377727998
931,232.75,6829,0,6824,4,1.27777,0.44414730670205965
932,233.0,6378,2,6319,55,1.21914,0.417997299797834
933,233.25,6714,40,5911,762,1.26282,0.48335949062553235
934,233.5,6976,56,5839,1080,1.29688,0.519951286340838
935,233.75,6536,41,5710,783,1.23968,0.4731053412749644
936,234.0,6633,3,6572,57,1.25229,0.43470426675061763
937,234.25,6735,66,5412,1256,1.26555,0.5151431796346543
938,234.5,6416,129,3817,2468,1.22408,0.5690662510021443
939,234.75,6348,14,6056,277,1.2152399999999999,0.42968752225328816
940,235.0,5704,59,4520,1124,1.13152,0.43999401863605914
941,235.25,5921,1,5900,19,1.15973,0.3860807324378774
942,235.5,6443,74,4950,1417,1.22759,0.506100086484663
943,235.75,5867,28,5305,533,1.15271,0.41419208279967645
944,236.0,6319,44,5423,851,1.21147,0.4631499144450849
945,236.25,6365,7,6222,134,1.21745,0.4220337125262257
946,236.5,6572,21,6151,399,1.24436,0.4517842228275166
947,236.75,6311,24,5824,461,1.21043,0.43865619367547987
948,237.0,6532,33,5868,630,1.23916,0.46340229073814115
949,237.25,5640,12,5380,246,1.1232,0.3817801735926335
950,237.5,5490,21,5059,408,1.1037,0.38200837652278247
951,237.75,5565,27,5013,524,1.11345,0.39399719515485765
952,238.0,7019,19,6621,377,1.30247,0.4794853345441302
953,238.25,6920,31,6299,589,1.2896,0.48608171245734577
954,238.5,6409,50,5400,958,1.22317,0.47560905936841436
955,238.75,7094,13,6823,256,1.31222,0.4769122982066918
956,239.0,6925,13,6651,259,1.29025,0.4661012990320868
957,239.25,5008,44,4123,840,1.04104,0.37726302929915506
958,239.5,4955,3,4890,61,1.03415,0.3258707615014623
959,239.75,4992,18,4629,344,1.03896,0.3456974899731305
960,240.0,4929,55,3817,1055,1.03077,0.385401635660356
961,240.25,4844,28,4279,536,1.01972,0.34788440369482143
962,240.5,5084,19,4684,379,1.05092,0.35384758987607984
963,240.75,5174,2,5131,40,1.0626200000000003,0.3387818489162447
964,241.0,4819,24,4323,470,1.01647,0.3422240234852829
965,241.25,4959,12,4715,231,1.03467,0.33656030042184515
966,241.5,5052,0,5033,17,1.0467600000000001,0.3294336754037664
967,241.75,5156,18,4788,349,1.06028,0.3566494279055888
968,242.0,5162,56,4022,1082,1.06106,0.4022149381160971
969,242.25,5450,13,5178,257,1.0985,0.3701103235174368
970,242.5,4814,32,4168,612,1.01582,0.3506428512391616
971,242.75,4929,26,4396,506,1.03077,0.3515449488933227
972,243.0,5497,127,2954,2414,1.10461,0.5060139241882864
973,243.25,5330,14,5040,274,1.0829,0.3633735694596668
974,243.5,5852,25,5338,487,1.1507600000000002,0.4104285786964278
975,243.75,6017,45,5114,857,1.17221,0.44391155162997337
976,244.0,5820,38,5054,726,1.1466,0.4230614996633804
977,244.25,5514,51,4481,980,1.10682,0.41880715494171744
978,244.5,6242,17,5883,341,1.20146,0.42673131793684993
979,244.75,6077,37,5324,715,1.1800100000000002,0.439046994361527
980,245.0,5665,1,5639,24,1.12645,0.36970882293253754
981,245.25,5787,28,5217,540,1.14231,0.4094663236689568
982,245.5,6759,16,6425,316,1.26867,0.458850745549882
983,245.75,6807,28,6238,540,1.27491,0.47573751966933236
984,246.0,5744,13,5475,254,1.13672,0.38904268026373645
985,246.25,6190,3,6123,63,1.1947,0.4062392261474763
986,246.5,7038,16,6699,321,1.30494,0.47727973477379637
987,246.75,6787,51,5762,973,1.27231,0.5010921464134389
988,247.0,7098,4,7012,81,1.31274,0.46637726610299424
989,247.25,6963,7,6805,149,1.29519,0.4618244774518485
990,247.5,7270,18,6896,354,1.3351,0.4943878926656905
991,247.75,7165,13,6901,250,1.32145,0.4811275067340275
992,248.0,7118,1,7092,24,1.31534,0.46418507469201553
993,248.25,7650,27,7098,523,1.3845,0.5294968083410828
994,248.5,7473,7,7329,136,1.36149,0.49416293484406215
995,248.75,7684,34,6996,652,1.38892,0.5396553659125042
996,249.0,7607,41,6783,782,1.37891,0.5426141948516896
997,249.25,7481,10,7280,190,1.36253,0.4979950072583532
998,249.5,8172,7,8022,141,1.45236,0.5399071014189151
999,249.75,7853,55,6752,1045,1.41089,0.5747961757685384
1000,250.0,7692,65,6387,1239,1.38996,0.576288669473619
1001,250.25,8228,40,7418,768,1.45964,0.5821548209674331
1002,250.5,7489,4,7405,79,1.36357,0.49166231440585173
1003,250.75,8591,39,7809,742,1.50683,0.6041132587793709
1004,251.0,7895,36,7172,686,1.41635,0.5554251291203299
1005,251.25,8091,63,6822,1205,1.44183,0.6001266099044266
1006,251.5,9059,47,8100,910,1.56767,0.6449306731116902
1007,251.75,8358,130,5741,2485,1.47654,0.6963462406276244
1008,252.0,8573,22,8116,433,1.50449,0.5839633639899547
1009,252.25,8212,24,7728,459,1.45756,0.5620526902157869
1010,252.5,10129,2,10087,39,1.7067700000000003,0.6607895814259328
1011,252.75,9848,60,8640,1147,1.6702400000000002,0.7107742268031704
1012,253.0,9541,88,7774,1678,1.63033,0.723497887877637
1013,253.25,9773,1,9744,26,1.66049,0.6368839768982253
1014,253.5,9547,62,8295,1188,1.63111,0.6937526367911271
1015,253.75,7920,154,4823,2941,1.4196,0.6959566577354026
1016,254.0,8287,87,6544,1655,1.46731,0.6405806656334918
1017,254.25,7973,47,7015,909,1.42649,0.5742591270057877
1018,254.5,7752,66,6416,1268,1.39776,0.582014448749005
1019,254.75,7849,5,7748,95,1.41037,0.5160731098373018
1020,255.0,7803,16,7466,319,1.40439,0.5268962363579441
1021,255.25,7165,25,6645,493,1.32145,0.49613626531257254
1022,255.5,7425,116,5095,2213,1.35525,0.618925779375114
1023,255.75,8102,13,7822,265,1.44326,0.5429611502223208
1024,256.0,7613,26,7088,498,1.37969,0.5255533556330686
1025,256.25,7012,13,6738,259,1.30156,0.47175106005824863
1026,256.5,6893,60,5689,1143,1.28609,0.5184368330588697
1027,256.75,6791,20,6382,387,1.27283,0.46529484880425726
1028,257.0,7148,20,6738,388,1.31924,0.4885652127889695
1029,257.25,7274,28,6713,532,1.33562,0.5055869137951142
1030,257.5,6870,56,5737,1076,1.2831,0.5128149282724037
1031,257.75,6645,2,6595,46,1.25385,0.4348004053680658
1032,258.0,6366,16,6028,320,1.21758,0.4335340440848858
1033,258.25,6500,16,6165,317,1.235,0.4420404194814874
1034,258.5,6058,28,5488,541,1.17754,0.4270936067921183
1035,258.75,5626,9,5432,183,1.1213799999999998,0.3769958553033971
1036,259.0,6602,29,6015,557,1.24826,0.46346101690215624
1037,259.25,5716,7,5566,142,1.13308,0.3803033058391351
1038,259.5,5828,87,4071,1668,1.14764,0.48155017134055056
1039,259.75,6033,7,5875,149,1.17429,0.4013623453320202
1040,260.0,6180,7,6025,147,1.1934,0.41075453465544826
1041,260.25,5743,28,5165,548,1.13659,0.4070915570667475
1042,260.5,5228,6,5106,115,1.06964,0.3469379251668175
1043,260.75,5420,37,4674,708,1.0946,0.39591235495208676
1044,261.0,5235,15,4926,293,1.07055,0.35834539350451894
1045,261.25,5360,41,4528,789,1.0868,0.39703625113603164
1046,261.5,5679,24,5193,461,1.12827,0.3975297008349252
1047,261.75,4491,37,3732,720,0.97383,0.336305423770835
1048,262.0,5077,27,4530,518,1.0500100000000003,0.3619585461569697
1049,262.25,5009,0,5003,5,1.04117,0.32592039724511573
1050,262.5,4737,3,4674,59,1.00581,0.3115603779778507
1051,262.75,5255,7,5099,147,1.07315,0.3506811653823188
1052,263.0,4626,25,4118,482,0.9913799999999999,0.3304026780279856
1053,263.25,4638,11,4401,224,0.9929399999999999,0.3153193817930798
1054,263.5,5268,16,4928,322,1.07484,0.3622991966484331
1055,263.75,5453,38,4677,736,1.09889,0.39979474605098936
1056,264.0,4977,9,4791,176,1.0370100000000002,0.3343801811813641
1057,264.25,4637,68,3260,1307,0.9928100000000001,0.3819206837534872
1058,264.5,4801,3,4730,67,1.01413,0.3162022802629579
1059,264.75,5331,31,4704,595,1.08303,0.3831803728703844
1060,265.0,5086,21,4651,412,1.05118,0.3559802903343966
1061,265.25,5049,38,4269,740,1.04637,0.3738052815006044
1062,265.5,5208,26,4675,506,1.06704,0.36969462625400806
1063,265.75,5143,8,4972,161,1.05859,0.34425129236770896
1064,266.0,5664,42,4815,806,1.12632,0.41780194321043335
1065,266.25,5028,29,4432,565,1.04364,0.36165651212771394
1066,266.5,5050,67,3692,1289,1.0465,0.40766846200503587
1067,266.75,4957,16,4621,319,1.0344099999999998,0.341855192902989
1068,267.0,5277,48,4313,915,1.0760100000000001,0.39936501312683526
1069,267.25,5183,33,4510,639,1.06379,0.37626254408208193
1070,267.5,5652,2,5603,45,1.1247600000000002,0.37020218457801213
1071,267.75,5672,23,5193,454,1.12736,0.39666771524545774
1072,268.0,5426,23,4946,455,1.0953799999999998,0.3807429502276299
1073,268.25,6013,33,5349,630,1.17169,0.42966466164578
1074,268.5,6381,1,6354,25,1.21953,0.41631522165005513
1075,268.75,6125,57,4977,1090,1.18625,0.465276008177458
1076,269.0,5348,11,5113,222,1.0852399999999998,0.3613148319380858
1077,269.25,6803,3,6729,69,1.27439,0.4464917284006279
1078,269.5,6528,15,6215,296,1.23864,0.4426033672131086
1079,269.75,6988,25,6471,490,1.29844,0.48440960490828416
1080,270.0,6827,4,6732,89,1.27751,0.4492940072221989
1081,270.25,6985,36,6261,687,1.29805,0.49636282301661705
1082,270.5,6757,49,5773,934,1.26841,0.4967378419660235
1083,270.75,6713,40,5899,772,1.26269,0.48393352403049944
1084,271.0,7000,65,5687,1246,1.3,0.5317772081040664
1085,271.25,6769,2,6726,40,1.26997,0.44244930450210684
1086,271.5,7204,9,7015,179,1.32652,0.47929785304532135
1087,271.75,6375,8,6207,158,1.21875,0.42415482735416
1088,272.0,7262,6,7136,118,1.33406,0.47935039588531203
1089,272.25,7736,43,6860,831,1.39568,0.5540419527650662
1090,272.5,7441,76,5914,1450,1.35733,0.5729689272522831
1091,272.75,8007,49,7017,940,1.43091,0.5783607300007247
1092,273.0,7481,79,5898,1503,1.36253,0.5788626557044243
1093,273.25,7928,13,7651,262,1.42064,0.5314684192110921
1094,273.5,8726,94,6839,1791,1.52438,0.6775366083918398
1095,273.75,9335,25,8833,476,1.60355,0.6360966187729841
1096,274.0,9168,37,8424,706,1.58184,0.6394142551945673
1097,274.25,9078,33,8412,632,1.57014,0.6289930906021252
1098,274.5,8413,24,7919,468,1.48369,0.5756909249720719
1099,274.75,9143,4,9044,93,1.57859,0.6000292037213337
1100,275.0,9312,58,8146,1107,1.60056,0.6734806517524562
1101,275.25,8219,5,8113,100,1.45847,0.5404077483677863
1102,275.5,8455,5,8349,100,1.48915,0.5557634533619177
1103,275.75,8607,80,6995,1530,1.50891,0.6537171426403112
1104,276.0,8373,28,7810,534,1.47849,0.5771373241375527
1105,276.25,7828,65,6511,1250,1.40764,0.5858087686955054
1106,276.5,7895,1,7855,37,1.41635,0.5154719944227998
1107,276.75,8192,25,7677,488,1.45496,0.5625600330163336
1108,277.0,8104,8,7925,169,1.44352,0.537213558132562
1109,277.25,8408,1,8373,32,1.48304,0.5485259601966009
1110,277.5,8629,9,8441,178,1.51177,0.5718809045404145
1111,277.75,8525,68,7158,1298,1.49825,0.6340551807259458
1112,278.0,8247,18,7870,357,1.46211,0.5580717856760906
1113,278.25,7905,16,7568,319,1.41765,0.5335203973825706
1114,278.5,8094,12,7839,241,1.44222,0.5409948773362339
1115,278.75,8126,27,7577,520,1.44638,0.5602531746511455
1116,279.0,7516,4,7420,90,1.36708,0.49409942908120646
1117,279.25,7329,13,7049,265,1.34277,0.4927392881950509
1118,279.5,7182,33,6503,644,1.32366,0.5065228865638346
1119,279.75,7070,3,7006,60,1.3091,0.4632796520120026
1120,280.0,6835,8,6665,161,1.27855,0.45420612069755156
1121,280.25,7238,27,6696,514,1.33094,0.5021747734137102
1122,280.5,6774,6,6646,121,1.27062,0.4477623766900921
1123,280.75,6747,34,6062,649,1.26711,0.4785780049164569
1124,281.0,7098,33,6436,628,1.31274,0.5000498822871815
1125,281.25,6847,27,6297,521,1.28011,0.4771779390469504
1126,281.5,6824,28,6262,533,1.27712,0.476431565772373
1127,281.75,7007,35,6287,683,1.30091,0.4975690499992463
1128,282.0,8449,12,8206,230,1.48837,0.5633594649222001
1129,282.25,8547,8,8371,167,1.50111,0.5658453045534202
1130,282.5,8018,41,7181,794,1.43234,0.5701149993493482
1131,282.75,8380,19,7993,367,1.4794,0.5673136564348673
1132,283.0,7909,13,7629,265,1.41817,0.530435507157346
1133,283.25,7758,4,7668,85,1.39854,0.5095234583823229
1134,283.5,8054,121,5622,2309,1.43702,0.6657496782401545
1135,283.75,5574,6,5447,120,1.1146200000000002,0.3697140255784103
1136,284.0,6357,55,5255,1046,1.21641,0.47765879402964817
1137,284.25,5582,1,5555,24,1.11566,0.36435603251352
1138,284.5,5221,12,4977,231,1.06873,0.3535927719851633
1139,284.75,5707,46,4771,888,1.13191,0.42568437667431336
1140,285.0,5326,14,5028,282,1.0823799999999997,0.36356858116933927
1141,285.25,5979,87,4219,1671,1.16727,0.4915469678801866
1142,285.5,5180,4,5089,86,1.0634,0.3420220842009509
1143,285.75,5347,12,5096,238,1.08511,0.36221636730631146
1144,286.0,4773,13,4497,261,1.0104899999999999,0.3263530447182221
1145,286.25,5398,72,3944,1380,1.0917399999999997,0.43588036558106114
1146,286.5,4880,48,3915,916,1.0244,0.3736490108516819
1147,286.75,5287,14,5006,266,1.07731,0.3600615195087317
1148,287.0,4922,42,4077,802,1.02986,0.3693570588761052
1149,287.25,4414,3,4342,68,0.96382,0.2911203762618423
1150,287.5,5052,2,5002,46,1.0467600000000001,0.3312534592999657
1151,287.75,5029,61,3790,1176,1.0437699999999999,0.39932038958877775
1152,288.0,4264,8,4085,169,0.94432,0.2876089453137586
1153,288.25,4469,11,4244,213,0.97097,0.3036288232720943
1154,288.5,4583,24,4094,464,0.98579,0.3265010029240373
1155,288.75,4282,41,3457,782,0.9466599999999998,0.32653578370439523
1156,289.0,4124,12,3874,236,0.9261200000000002,0.282630287413416
1157,289.25,3635,2,3576,55,0.8625499999999999,0.23969026648545247
1158,289.5,4151,9,3969,172,0.9296299999999998,0.28044425954915225
1159,289.75,4188,30,3581,575,0.9344399999999999,0.30768651267779495
1160,290.0,4101,14,3801,284,0.9231299999999999,0.28405953473993933
1161,290.25,4392,30,3782,578,0.96096,0.32112680663893245
1162,290.5,4584,29,4000,554,0.98592,0.33210007516647116
1163,290.75,4052,32,3393,625,0.9167600000000001,0.3019203389157767
1164,291.0,4101,70,2681,1348,0.9231299999999999,0.34961715703539037
1165,291.25,4366,0,4353,12,0.95758,0.2845480162422368
1166,291.5,4284,4,4202,77,0.94692,0.2832096422325146
1167,291.75,4040,8,3874,157,0.9152000000000001,0.2722937531700522
1168,292.0,4301,12,4059,229,0.9491299999999999,0.29369906180804395
1169,292.25,4299,5,4182,110,0.9488700000000001,0.2862602798847991
1170,292.5,5103,38,4327,736,1.05339,0.37706113119674156
1171,292.75,5325,65,4011,1247,1.08225,0.4229405144392931
1172,293.0,4560,12,4301,245,0.9827999999999999,0.31152489036242575
1173,293.25,5129,17,4784,326,1.05677,0.35351502831465176
1174,293.5,5305,21,4872,410,1.07965,0.3701247996760234
1175,293.75,4673,3,4602,67,0.9974899999999999,0.30788290027957615
1176,294.0,5248,47,4304,896,1.0722399999999999,0.39630291914162863
1177,294.25,6038,32,5390,614,1.17494,0.43033677157695865
1178,294.5,5559,5,5453,100,1.11267,0.3674960997169269
1179,294.75,5360,20,4950,388,1.0868,0.37234556241269773
1180,295.0,5342,17,4983,340,1.08446,0.3682028265793163
1181,295.25,4978,13,4711,253,1.03714,0.33914986858537693
1182,295.5,5800,10,5593,195,1.144,0.38906450917303714
1183,295.75,6315,24,5819,470,1.21095,0.4394696788159644
1184,296.0,5555,81,3932,1541,1.11215,0.4559728635672268
1185,296.25,5286,23,4809,452,1.07718,0.3714641863412431
1186,296.5,5731,40,4926,764,1.13503,0.4196067892831505
1187,296.75,6255,2,6200,51,1.20315,0.40975393007836775
1188,297.0,5919,30,5302,585,1.15947,0.42079874423237057
1189,297.25,5856,10,5641,204,1.15128,0.3932036405840728
1190,297.5,6157,1,6135,20,1.19041,0.4014710540638069
1191,297.75,6266,66,4944,1255,1.20458,0.4845812364665085
1192,298.0,5822,5,5720,96,1.14686,0.38434570511335675
1193,298.25,6211,9,6028,173,1.19743,0.4144191127798326
1194,298.5,6159,9,5960,188,1.19067,0.41196486873331417
1195,298.75,6144,3,6071,68,1.18872,0.40359069094396144
1196,299.0,6053,38,5284,729,1.17689,0.43838027211005237
1197,299.25,6659,1,6630,27,1.25567,0.4345232384531136
1198,299.5,6196,40,5384,771,1.19548,0.4502249424829898
1199,299.75,5798,54,4702,1041,1.1437399999999998,0.44097731745604946
1200,300.0,6479,24,5981,472,1.23227,0.45025315602243887
1201,300.25,6614,13,6342,258,1.24982,0.44582008582305727
1202,300.5,6150,1,6128,20,1.1895,0.40103036904895734
1203,300.75,6209,2,6161,44,1.19717,0.4063499605517955
1204,301.0,6164,84,4466,1612,1.19132,0.49994639498666404
1205,301.25,6232,70,4829,1332,1.20016,0.4871457040734845
1206,301.5,6640,22,6181,435,1.2532,0.4583970989454138
1207,301.75,6242,14,5950,277,1.20146,0.42279269168981193
1208,302.0,6491,7,6338,145,1.23383,0.43085345027868877
1209,302.25,5907,1,5879,26,1.15791,0.38556034030651437
1210,302.5,6036,30,5433,572,1.17468,0.42760441133460075
1211,302.75,6388,62,5143,1182,1.22044,0.48802478496378116
1212,303.0,5806,52,4747,1006,1.14478,0.43933910626151895
1213,303.25,8282,3,8221,57,1.46666,0.5418401758841546
1214,303.5,7729,0,7724,4,1.39477,0.5026716394418252
1215,303.75,7757,65,6450,1240,1.39841,0.5806143732626882
1216,304.0,8288,27,7736,523,1.46744,0.5709609078819697
1217,304.25,7587,26,7066,494,1.37631,0.5236170835301048
1218,304.5,5702,36,4969,696,1.1312600000000002,0.41350977548066037
1219,304.75,5770,17,5417,334,1.1401,0.3956632003255898
1220,305.0,5578,4,5478,94,1.11514,0.36837673617381417
1221,305.25,6253,8,6079,164,1.20289,0.41658040653325623
1222,305.5,6083,10,5864,207,1.18079,0.4081729060816309
1223,305.75,5631,38,4865,727,1.12203,0.4107893653101137
1224,306.0,6047,68,4683,1294,1.17611,0.47279723294488585
1225,306.25,4901,7,4758,135,1.0271299999999999,0.32690212103790467
1226,306.5,5276,30,4670,575,1.0758799999999997,0.37838846296579953
1227,306.75,5377,50,4359,966,1.0890100000000003,0.4090311955155134
1228,307.0,4347,39,3547,759,0.95511,0.3293103841473692
1229,307.25,5226,47,4272,906,1.0693799999999998,0.3954971314324188
1230,307.5,4617,11,4383,221,0.99021,0.3137380803894411
1231,307.75,4629,26,4092,509,0.9917699999999999,0.332274023740955
1232,308.0,4326,57,3176,1092,0.9523799999999999,0.3484360039460961
1233,308.25,4589,0,4582,6,0.98657,0.2986832581995234
1234,308.5,4489,18,4113,356,0.97357,0.3137662384080732
1235,308.75,4731,81,3102,1547,1.00503,0.4027780323277464
1236,309.0,4129,45,3215,867,0.9267699999999999,0.32182481333842416
1237,309.25,4796,16,4464,314,1.0134800000000002,0.33112520219725483
1238,309.5,4447,13,4183,249,0.96811,0.304440900013033
1239,309.75,4229,18,3852,357,0.9397699999999999,0.29692671561141787
1240,310.0,4106,13,3836,256,0.92378,0.28268185555354003
1241,310.25,4031,21,3610,399,0.91403,0.28664120843641167
1242,310.5,4018,29,3435,553,0.9123400000000002,0.2952276655164679
1243,310.75,4114,47,3155,910,0.92482,0.3235079469792506
1244,311.0,3978,1,3942,33,0.90714,0.2606582226821074
1245,311.25,3830,18,3457,354,0.8879,0.27075346843653564
1246,311.5,4062,50,3061,950,0.9180600000000001,0.3225445040016937
1247,311.75,3751,25,3244,480,0.8776299999999999,0.2734263720989724
1248,312.0,4096,23,3631,441,0.9224800000000001,0.29341219575953964
1249,312.25,3935,25,3430,479,0.9015499999999999,0.28531035733054155
1250,312.5,4219,32,3561,624,0.93847,0.3126720500391684
1251,312.75,4319,7,4177,134,0.95147,0.2890357858520701
1252,313.0,4337,12,4089,234,0.9538100000000002,0.29636493527868907
1253,313.25,4159,9,3976,173,0.93067,0.2810341156004609
1254,313.5,4221,18,3857,345,0.9387300000000001,0.29564912769976437
1255,313.75,5198,15,4894,288,1.0657399999999997,0.35564548873005525
1256,314.0,5535,37,4790,706,1.10955,0.40331098355710276
1257,314.25,5610,12,5358,238,1.1193,0.3793479610161376
1258,314.5,3777,28,3207,541,0.8810100000000001,0.2788463172830367
1259,314.75,4411,38,3647,725,0.96343,0.33140822753626936
1260,315.0,4761,24,4272,464,1.00893,0.3380606499640485
1261,315.25,4301,47,3353,899,0.9491299999999999,0.3349668797254662
1262,315.5,4297,52,3238,1005,0.94861,0.34122335852847785
1263,315.75,4407,1,4382,23,0.9629099999999999,0.2878871572713331
1264,316.0,4148,26,3610,510,0.9292399999999998,0.3010405449805764
1265,316.25,4707,25,4188,492,1.0019099999999999,0.336273511524529
1266,316.5,4749,10,4546,191,1.00737,0.3205071258212093
1267,316.75,4873,29,4288,554,1.0234899999999998,0.3509111986359673
1268,317.0,5014,24,4533,456,1.04182,0.35400408499688296
1269,317.25,6256,11,6025,218,1.20328,0.42010662854362485
1270,317.5,6655,18,6282,354,1.25515,0.4543869078878812
1271,317.75,6784,89,4984,1709,1.27192,0.5462503720695097
1272,318.0,6583,12,6335,235,1.24579,0.4424018388507848
1273,318.25,5404,88,3627,1687,1.09252,0.4551918281709587
1274,318.5,5380,9,5190,179,1.0894,0.3607594101787363
1275,318.75,5244,15,4926,302,1.07172,0.3594615592772077
1276,319.0,5595,15,5279,299,1.11735,0.38213163630291197
1277,319.25,5498,5,5395,97,1.1047399999999998,0.36336375812475297
1278,319.5,5868,3,5790,74,1.15284,0.38598179818759204
1279,319.75,5658,16,5321,319,1.12554,0.38743448980684775
1280,320.0,5413,16,5090,306,1.09369,0.37070062219587896
1281,320.25,5946,54,4853,1038,1.16298,0.45040944933222116
1282,320.5,5999,112,3743,2143,1.1698700000000002,0.5219040369992016
1283,320.75,5666,38,4901,726,1.12658,0.4130395251814197
1284,321.0,6273,11,6035,225,1.2054899999999997,0.42163902708851714
1285,321.25,6311,12,6061,236,1.21043,0.42478417624683074
1286,321.5,5891,39,5106,744,1.15583,0.4287907078559102
1287,321.75,5999,33,5328,637,1.1698700000000002,0.4291794781763754
1288,322.0,6196,66,4857,1271,1.19548,0.4810243455801795
1289,322.25,6048,18,5678,350,1.1762399999999997,0.4147292097332095
1290,322.5,6500,37,5746,716,1.235,0.466599563796664
1291,322.75,6381,56,5256,1068,1.21953,0.4805721749259272
1292,323.0,6031,27,5481,522,1.17403,0.42418705295207704
1293,323.25,6130,18,5750,360,1.1869,0.42063577247296435
1294,323.5,6746,0,6733,11,1.26698,0.43919865949167514
1295,323.75,6858,71,5429,1356,1.28154,0.529324312698412
1296,324.0,6561,74,5078,1408,1.24293,0.5131889508483457
1297,324.25,6334,43,5454,835,1.21342,0.4631558945686322
1298,324.5,6257,37,5509,710,1.20341,0.4504352914576914
1299,324.75,6541,32,5888,620,1.24033,0.4633627339077213
1300,325.0,6381,25,5879,476,1.21953,0.4440834466573162
1301,325.25,5853,1,5821,30,1.15089,0.3823004199778813
1302,325.5,6618,10,6400,206,1.25034,0.4429101794709573
1303,325.75,6679,80,5074,1523,1.25827,0.5279765333304299
1304,326.0,6460,60,5252,1146,1.2298,0.49052529507764037
1305,326.25,5870,33,5204,632,1.1531,0.42049152377203863
1306,326.5,5960,25,5458,476,1.1648,0.4167117168142604
1307,326.75,5544,5,5429,108,1.11072,0.3670651807603979
1308,327.0,6527,78,4962,1486,1.23851,0.515766850303556
1309,327.25,5884,1,5858,24,1.15492,0.38397388266785093
1310,327.5,6630,13,6369,247,1.2519,0.44616215773303763
1311,327.75,6453,0,6441,10,1.22889,0.4201102039030235
1312,328.0,5528,20,5125,382,1.10864,0.3828566076290751
1313,328.25,5518,24,5037,456,1.10734,0.3867909230686545
1314,328.5,5799,19,5408,371,1.1438700000000002,0.39979797535506134
1315,328.75,5059,18,4698,342,1.04767,0.3499110234697184
1316,329.0,5379,18,5002,357,1.08927,0.37163896164204596
1317,329.25,5272,0,5258,12,1.07536,0.34346697663367287
1318,329.5,5911,36,5172,701,1.15843,0.42742629244290475
1319,329.75,5326,89,3539,1696,1.0823799999999997,0.45068705050587143
1320,330.0,5114,10,4898,204,1.05482,0.34500583076067054
1321,330.25,6539,48,5568,921,1.24007,0.48179199143043117
1322,330.5,6918,64,5620,1232,1.28934,0.5255639818509137
1323,330.75,6423,17,6078,327,1.22499,0.4376509423681715
1324,331.0,6481,40,5664,775,1.23253,0.46902774961851845
1325,331.25,6229,80,4622,1525,1.19977,0.4988397802591927
1326,331.5,5892,19,5492,379,1.15596,0.4063408348586683
1327,331.75,5977,9,5789,177,1.1670100000000003,0.39946185921224164
1328,332.0,4449,54,3360,1034,0.9683700000000001,0.35288954467476213
1329,332.25,4454,22,3994,436,0.9690199999999999,0.31641139249132866
1330,332.5,4403,9,4210,183,0.96239,0.29748236378171994
1331,332.75,4382,37,3631,713,0.9596599999999998,0.3287477041136808
1332,333.0,4204,86,2476,1641,0.9365199999999999,0.37432033653365643
1333,333.25,4702,0,4691,9,1.00126,0.3062169064173343
1334,333.5,4532,10,4330,191,0.9791599999999999,0.30634262621724867
1335,333.75,4161,32,3505,622,0.93093,0.3087826367813307
1336,334.0,4237,28,3665,542,0.9408100000000001,0.3088212084653448
1337,334.25,4012,32,3358,621,0.9115600000000001,0.2990279135985698
1338,334.5,3238,15,2922,299,0.81094,0.22890258087325846
1339,334.75,4069,4,3972,92,0.91897,0.27015199764611114
1340,335.0,4132,9,3951,171,0.9271599999999999,0.2791361293091701
1341,335.25,3539,1,3517,20,0.85007,0.23128172562388405
1342,335.5,4160,45,3246,867,0.9307999999999998,0.3238234704777038
1343,335.75,3918,20,3513,384,0.8993400000000001,0.27832437120812364
1344,336.0,5101,37,4344,718,1.0531299999999997,0.3758381446363829
1345,336.25,4928,1,4893,32,1.03064,0.322340955040282
1346,336.5,5388,42,4542,803,1.09044,0.39969781720107006
1347,336.75,5096,63,3829,1203,1.05248,0.4053302218782134
1348,337.0,5351,5,5231,113,1.0856299999999999,0.35480464993800437
1349,337.25,5405,28,4831,545,1.09265,0.3848986156133052
